,time_stamps,x_accel,y_accel,z_accel,pitch,roll
248,1883363.719590604,1.827003,-9.544112,0.5681272,179.6427,-10.83025
249,1883363.7356148516,1.775084,-9.528287,0.2852196,179.8201,-10.51773
250,1883363.751639099,1.806523,-9.630133,0.1427254,179.9116,-10.63164
251,1883363.7676633468,1.790274,-9.638164,0.03582035,179.9779,-10.51132
252,1883363.7836875943,1.752018,-9.664824,-0.04597794,-143.9718,-10.24723
253,1883363.7997118419,1.681394,-9.695501,0.02125958,147.5871,-9.789943
254,1883363.8157360894,1.708808,-9.795535,0.00428074,176.7574,-9.901813
255,1883363.831760337,1.644751,-9.83786,0.000428074,179.6757,-9.4465
256,1883363.8477845846,1.618953,-9.786068,0.1034723,179.9056,-9.382061
257,1883363.8638088321,1.631456,-9.658067,0.2215158,179.8605,-9.607093
258,1883363.8798330796,1.680112,-9.625874,0.2936541,179.8181,-9.9308
259,1883363.8958573274,1.715144,-9.609725,0.3353444,179.7919,-10.13773
260,1883363.911881575,1.748814,-9.642587,0.4494072,179.7231,-10.2858
261,1883363.9279058224,1.81898,-9.695433,0.3983249,179.7572,-10.65552
262,1883363.94393007,1.79152,-9.698563,0.3781332,179.7697,-10.44025
263,1883363.9599543177,1.784464,-9.690256,0.3373279,179.7942,-10.42462
264,1883363.9759785652,1.822545,-9.760534,0.3547952,179.7867,-10.58562
265,1883363.9920028127,1.7574,-9.78049,0.3349941,179.7994,-10.13737
266,1883364.0080270602,1.733647,-9.829891,0.2985375,179.823,-9.977339
267,1883364.024051308,1.735581,-9.79389,0.2410223,179.8561,-10.05151
268,1883364.0400755554,1.714227,-9.74504,0.2180326,179.8685,-9.966215
269,1883364.056099803,1.681925,-9.744465,0.1338519,179.9193,-9.771725
270,1883364.0721240505,1.654992,-9.71424,0.1017312,179.9382,-9.65415
271,1883364.0881482982,1.622131,-9.724147,0.1351504,179.9181,-9.447652
272,1883364.1041725457,1.57144,-9.783316,0.004895919,-144.003,-9.086994
273,1883364.1201967932,1.600848,-9.77415,-0.03614169,-176.3783,-9.321064
274,1883364.136221041,1.616717,-9.732292,-0.05748371,-179.6052,-9.446138
275,1883364.1522452885,1.590292,-9.667772,0.005025536,144.0329,-9.331014
276,1883364.168269536,1.62859,-9.676404,0.1319442,176.3229,-9.576147
277,1883364.1842937835,1.600098,-9.675112,0.1618744,179.5413,-9.371286
278,1883364.2003180312,1.605868,-9.653435,0.1691769,179.86,-9.449358
279,1883364.2163422788,1.602136,-9.672815,0.1375855,179.9122,-9.399346
280,1883364.2323665263,1.634084,-9.720004,0.1107237,179.9325,-9.557788
281,1883364.2483907738,1.643743,-9.737651,0.172681,179.8956,-9.584014
282,1883364.2644150215,1.644709,-9.739416,0.1853411,179.8881,-9.583883
283,1883364.280439269,1.590936,-9.713736,0.1995358,179.8788,-9.267841
284,1883364.2964635165,1.602797,-9.726251,0.20311,179.877,-9.361951
285,1883364.312487764,1.554423,-9.753359,0.08064488,179.9514,-9.021508
286,1883364.3285120118,1.547431,-9.738832,0.08994618,179.9456,-9.025042
287,1883364.3445362593,1.544577,-9.73307,0.1662937,179.8994,-9.01462
